,floor,price,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,priceByArea
2715,2,1200.0,90.0,1,2.0,2,41.385515,2.1718067,1,13.0
2716,0,2132.0,143.0,0,3.0,2,41.3890866,2.1748298,0,15.0
2717,8,2095.0,100.0,1,2.0,1,41.4087191,2.2123752,1,21.0
2718,0,1300.0,110.0,0,4.0,1,41.4603834,2.0560534,0,12.0
2719,0,3000.0,310.0,0,3.0,2,41.4615148,2.0462388,0,10.0
2720,3,1600.0,110.0,1,3.0,2,41.4025604,2.1318853,1,15.0
2721,0,6000.0,760.0,0,7.0,4,41.455204,2.0635271,0,8.0
2723,0,1700.0,220.0,0,4.0,3,41.2379227,1.8262452,0,8.0
2727,0,2975.0,200.0,1,2.0,3,41.4127174,2.1303483,1,15.0
2728,0,2200.0,75.0,0,3.0,2,41.3857356,2.1759703,1,29.0
2729,2,2000.0,120.0,1,3.0,3,41.401403,2.1212835,1,17.0
2730,0,1200.0,78.0,1,2.0,1,41.4139747,2.1708856,1,15.0
2731,0,1400.0,70.0,0,1.0,1,41.3874211,2.1708902,0,20.0
2732,4,900.0,60.0,1,1.0,1,41.3838926,2.184305,1,15.0
2733,1,1700.0,80.0,1,3.0,2,41.3865714,2.1744257,1,21.0
2734,0,2300.0,130.0,1,4.0,2,41.3934154,2.1684802,1,18.0
2735,20,4000.0,130.0,1,3.0,2,41.4062369,2.2176516,1,31.0
2736,0,1600.0,132.0,0,3.0,2,41.3850184,2.077945,0,12.0
2738,3,1200.0,75.0,1,2.0,2,41.3915586,2.1529713,0,16.0
2739,3,1600.0,120.0,1,4.0,2,41.3960648,2.1622244,1,13.0
2740,0,1400.0,30.0,0,1.0,1,41.3757061,2.1918633,0,47.0
2741,0,6000.0,682.0,0,7.0,4,41.4552019,2.063417,0,9.0
2742,4,1490.0,120.0,0,3.0,2,41.4029342,2.1481265,1,12.0
2743,1,1400.0,92.0,1,2.0,2,41.3985941,2.1385761,1,15.0
2744,1,3200.0,143.0,1,3.0,2,41.3903683,2.1498883,1,22.0
2745,0,1800.0,90.0,0,2.0,2,41.4004491,2.180392,0,20.0
2746,0,1500.0,60.0,0,1.0,1,41.3805273,2.1718263,0,25.0
2747,1,1200.0,90.0,1,3.0,2,41.40707,2.1819235,1,13.0
2748,3,800.0,45.0,0,2.0,1,41.4148887,2.1633765,0,18.0
2749,0,4200.0,180.0,1,2.0,2,41.3958067,2.1668647,1,23.0
2750,2,1800.0,164.0,1,4.0,2,41.4120957,2.1402023,1,11.0
2751,0,1700.0,130.0,0,3.0,1,41.3826669,2.171535,1,13.0
2752,0,1950.0,145.0,1,3.0,2,41.3626809,2.1340727,1,13.0
2754,4,1900.0,140.0,0,0.0,2,41.3983938,2.1881207,1,14.0
2755,0,1250.0,74.0,1,1.0,1,41.3876581,2.1785023,1,17.0
2756,0,4000.0,260.0,0,4.0,3,41.4216128,2.1312095,0,15.0
2757,6,1350.0,95.0,1,3.0,2,41.3780867,2.1483875,1,14.0
2758,0,1250.0,267.0,0,5.0,3,41.6158781,2.0903669,0,5.0
2759,0,1200.0,100.0,0,2.0,2,41.3996602,2.1647756,0,12.0
2760,1,1300.0,110.0,1,3.0,2,41.4495712,2.1890123,1,12.0
2761,4,5000.0,197.0,1,3.0,3,41.3972375,2.1596872,1,25.0
2762,0,2000.0,155.0,0,4.0,3,41.60305,1.88875,0,13.0
2763,0,1700.0,61.0,1,1.0,1,41.3822783,2.1880565,0,28.0
2764,0,1300.0,260.0,0,5.0,5,41.6374787,2.3560318,0,5.0
2765,3,625.0,66.0,1,3.0,1,41.4192507,2.1527047,0,9.0
2766,0,925.0,250.0,0,3.0,3,41.5591888,2.0068988,0,4.0
2767,3,2290.0,180.0,1,3.0,3,41.3990044,2.1368073,1,13.0
2768,3,900.0,70.0,1,1.0,1,41.4004895,2.1537335,0,13.0
2769,0,1750.0,150.0,0,3.0,2,41.449817,2.0820809,0,12.0
2770,0,1800.0,60.0,1,1.0,1,41.3885402,2.1432416,1,30.0
2771,6,700.0,50.0,1,2.0,1,41.3627718,2.1340532,1,14.0
2773,3,925.0,45.0,0,2.0,1,41.3961944,2.142563,0,21.0
2774,3,800.0,80.0,0,2.0,1,41.435567,2.1729836,0,10.0
2775,0,1100.0,35.0,0,1.0,1,41.3764696,2.1673707,0,31.0
2776,1,950.0,90.0,1,3.0,2,41.4976353,2.3562226,1,11.0
2777,18,3500.0,120.0,0,3.0,2,41.4069894,2.2135438,1,29.0
2778,5,1100.0,65.0,1,2.0,1,41.3843503,2.1405551,1,17.0
2779,3,1450.0,96.0,1,3.0,2,41.3753175,2.1260491,1,15.0
2780,3,1280.0,70.0,0,2.0,1,41.3991252,2.1204135,0,18.0
2782,0,1150.0,55.0,0,1.0,1,41.3888808,2.1778696,0,21.0
2784,6,1200.0,120.0,1,3.0,2,41.41043,2.1652799,1,10.0
2785,1,1050.0,60.0,0,2.0,1,41.3840647,2.1470824,1,18.0
2786,2,2800.0,160.0,1,2.0,2,41.3901407,2.1317841,1,18.0
2787,4,1000.0,80.0,0,4.0,2,41.3855326,2.1431701,1,13.0
2789,4,2800.0,88.0,1,1.0,1,41.383614,2.1729184,1,32.0
2790,0,1850.0,120.0,1,4.0,2,41.3822839,2.1558129,1,15.0
2791,0,1800.0,90.0,1,2.0,1,41.3868611,2.1740396,1,20.0
2792,3,1500.0,78.0,1,2.0,1,41.3835098,2.1728254,0,19.0
2793,6,850.0,52.0,1,1.0,1,41.3867021,2.1800055,1,16.0
2794,0,4000.0,400.0,0,5.0,3,41.2504213,1.829654,0,10.0
2795,2,825.0,80.0,1,3.0,1,41.4529186,2.2200754,1,10.0
2796,0,860.0,47.0,0,1.0,1,41.3870307,2.1780097,1,18.0
2797,1,870.0,37.0,0,1.0,1,41.381359,2.1830635,0,24.0
2798,0,600.0,75.0,0,0.0,2,41.4001316,2.1352865,1,8.0
2799,1,1600.0,90.0,1,3.0,1,41.3959627,2.1973546,1,18.0
2800,1,1000.0,80.0,1,2.0,1,41.4313281,2.1703114,0,13.0
2801,0,2800.0,145.0,1,3.0,2,41.3796129,2.1120122,1,19.0
2802,0,1496.0,118.0,0,4.0,2,41.38575,2.1520227,0,13.0
2803,1,3000.0,150.0,1,3.0,2,41.3931991,2.157443,1,20.0
2806,1,2000.0,90.0,1,2.0,2,41.3822181,2.1744031,1,22.0
2807,14,4500.0,100.0,1,3.0,2,41.4078841,2.2138492,1,45.0
2808,0,600.0,65.0,0,2.0,1,41.370826,2.1238158,0,9.0
2809,0,900.0,65.0,0,2.0,1,41.3694178,2.1320494,0,14.0
2810,0,1160.0,60.0,0,2.0,3,41.3725394,2.1655335,0,19.0
2811,0,1685.0,45.0,0,3.0,2,41.4054795,2.1587037,0,37.0
2812,0,1749.0,40.0,0,1.0,1,41.4090113,2.1607344,0,44.0
2813,0,1000.0,45.0,0,0.0,1,41.3827249,2.170597,0,22.0
2814,0,1500.0,75.0,0,2.0,1,41.4020358,2.1557842,0,20.0
2815,0,1600.0,35.0,0,2.0,1,41.4034878,2.1608956,0,46.0
2816,0,1800.0,25.0,0,1.0,1,41.3907362,2.1586406,0,72.0
2817,0,1200.0,45.0,0,0.0,1,41.3963997,2.166833,0,27.0
2818,0,1050.0,43.0,0,2.0,1,41.3831363,2.1645413,0,24.0
2819,0,3000.0,620.0,0,5.0,5,41.5712362,1.8104783,0,5.0
2820,0,3000.0,1000.0,0,6.0,5,41.5907244,2.0647841,0,3.0
2821,0,3995.0,400.0,0,4.0,3,41.267944,1.9743509,0,10.0
2823,5,4200.0,250.0,1,6.0,3,41.3958185,2.1417754,1,17.0
2824,0,1800.0,292.0,0,7.0,3,41.5208487,2.362056,0,6.0
2825,3,2100.0,213.0,1,5.0,2,41.4027898,2.135479,1,10.0
2826,5,1650.0,100.0,1,2.0,2,41.3866262,2.1416024,1,17.0
2827,2,1550.0,72.0,1,2.0,1,41.3892012,2.1678151,1,22.0
2828,0,3000.0,351.0,0,5.0,3,41.6353395,2.3912079,0,9.0
2829,0,2800.0,100.0,1,3.0,2,41.4041439,2.1610074,1,28.0
2830,1,2000.0,85.0,1,3.0,2,41.4071615,2.1461466,1,24.0
2831,0,1900.0,80.0,1,0.0,1,41.4041439,2.1610074,1,24.0
2832,0,2800.0,140.0,1,3.0,2,41.3850639,2.1734035,1,20.0
2833,0,2800.0,140.0,1,3.0,2,41.3850639,2.1734035,1,20.0
2834,3,950.0,200.0,1,4.0,3,41.6197533,2.2783146,1,5.0
2835,20,4300.0,200.0,1,2.0,2,41.4044489,2.2149756,1,22.0
2836,2,600.0,40.0,1,1.0,1,41.4202991,2.1475399,1,15.0
2837,1,1800.0,55.0,1,2.0,2,41.3834678,2.170727,1,33.0
2838,1,2500.0,150.0,1,3.0,2,41.3783399,2.1796054,1,17.0
2840,6,1850.0,90.0,0,2.0,1,41.4051913,2.1729539,1,21.0
2841,0,2100.0,234.0,0,4.0,3,41.377575,2.0589906,0,9.0
2842,1,1500.0,50.0,1,1.0,2,41.3811143,2.1718519,0,30.0
2843,0,2800.0,45.0,0,3.0,2,41.4024998,2.1398738,0,62.0
2844,0,1350.0,95.0,0,2.0,1,41.4109134,2.1977762,0,14.0
2845,0,2200.0,35.0,0,2.0,1,41.4061439,2.1614074,0,63.0
2846,0,2100.0,45.0,0,3.0,1,41.4025018,2.1401583,0,47.0
2847,0,2400.0,45.0,0,3.0,2,41.4065044,2.1489227,0,53.0
2848,0,2300.0,45.0,0,3.0,2,41.4057133,2.1479592,0,51.0
2849,0,1200.0,45.0,0,3.0,1,41.3237961,2.0112129,0,27.0
2850,0,3200.0,45.0,0,3.0,2,41.3909356,2.1814702,0,71.0
2851,0,2300.0,45.0,0,3.0,3,41.4049133,2.1469592,0,51.0
2852,0,1650.0,35.0,0,2.0,1,41.3960975,2.1912618,0,47.0
2853,0,2300.0,45.0,0,3.0,3,41.4089144,2.1451054,0,51.0
2854,0,2300.0,45.0,0,3.0,2,41.4049144,2.1455054,0,51.0
2856,0,3200.0,45.0,0,3.0,2,41.3949356,2.1809702,0,71.0
2857,0,900.0,40.0,0,2.0,1,41.3814724,2.1909771,0,23.0
2858,0,2100.0,45.0,0,3.0,1,41.3993018,2.1393583,0,47.0
2859,0,950.0,96.0,0,2.0,2,41.5589587,2.5060137,0,10.0
2860,0,3000.0,45.0,0,3.0,2,41.3890684,2.1615743,0,67.0
2861,0,2100.0,45.0,0,3.0,1,41.4003018,2.1361583,0,47.0
2862,0,1550.0,55.0,0,4.0,2,41.3832663,2.1733916,0,28.0
2863,0,2300.0,45.0,0,3.0,4,41.4081634,2.1480171,0,51.0
2864,0,1850.0,45.0,0,3.0,1,41.400202,2.1733368,0,41.0
2865,0,1000.0,25.0,0,1.0,1,41.3905276,2.1960968,0,40.0
2866,0,2085.0,45.0,0,3.0,2,41.3942317,2.181234,0,46.0
2867,0,2200.0,35.0,0,2.0,1,41.4061439,2.1616074,0,63.0
2868,0,1950.0,35.0,0,2.0,1,41.3992998,2.1389738,0,56.0
2869,0,2400.0,45.0,0,3.0,2,41.4060044,2.1489227,0,53.0
2870,0,3188.0,55.0,0,4.0,1,41.3856849,2.1554001,0,58.0
2871,0,2200.0,35.0,0,2.0,1,41.3993018,2.1399583,0,63.0
2872,0,1950.0,35.0,0,2.0,1,41.3992998,2.1385738,0,56.0
2873,0,1650.0,25.0,0,1.0,1,41.4124111,2.1816863,0,66.0
2874,0,1800.0,142.0,0,3.0,2,41.3755776,2.1199841,0,13.0
2875,0,650.0,35.0,0,2.0,1,41.2697579,2.0180362,0,19.0
2876,0,5483.0,55.0,0,4.0,3,41.4079249,2.1692824,0,100.0
2877,0,2350.0,25.0,0,1.0,1,41.3962589,2.1937667,0,94.0
2878,0,1500.0,35.0,0,2.0,1,41.4650073,2.0440659,0,43.0
2879,0,900.0,35.0,0,2.0,1,41.4166948,2.1490866,0,26.0
2880,0,2500.0,120.0,0,3.0,2,41.3944532,2.1738141,0,21.0
2881,0,1600.0,100.0,0,3.0,3,41.3980535,2.1753251,0,16.0
2882,0,3600.0,110.0,0,4.0,2,41.3999896,2.1696801,0,33.0
2883,0,2200.0,45.0,0,3.0,2,41.4057044,2.1480227,0,49.0
2884,0,4590.0,55.0,0,4.0,1,41.3882336,2.1648145,0,83.0
2885,0,2400.0,45.0,0,3.0,2,41.4057044,2.1479227,0,53.0
2886,0,1500.0,40.0,0,0.0,1,41.385929,2.1761393,0,38.0
2887,0,2200.0,45.0,0,3.0,2,41.4091935,2.1472589,0,49.0
2888,0,1650.0,25.0,0,1.0,1,41.3995975,2.1914618,0,66.0
2889,0,2300.0,45.0,0,3.0,3,41.4064144,2.1444054,0,51.0
2890,0,1800.0,90.0,0,3.0,1,41.3831907,2.163006,0,20.0
2891,0,2400.0,45.0,0,3.0,2,41.4097044,2.1464227,0,53.0
2892,0,1650.0,35.0,0,2.0,1,41.400202,2.1711368,0,47.0
2893,0,1500.0,45.0,0,3.0,1,41.3827704,2.192241,0,33.0
2894,0,1500.0,50.0,0,1.0,1,41.38885,2.1796402,0,30.0
2895,0,1300.0,70.0,0,2.0,1,41.3988197,2.1620133,0,19.0
2896,0,1800.0,35.0,0,2.0,1,41.3996497,2.1304285,0,51.0
2897,0,1600.0,45.0,0,2.0,1,41.3863498,2.1780366,0,36.0
2898,0,1285.0,25.0,0,1.0,1,41.4028795,2.1585037,0,51.0
2899,0,1350.0,60.0,0,2.0,1,41.388338,2.1529729,0,23.0
2900,0,1250.0,35.0,0,2.0,1,41.4629073,2.0450659,0,36.0
2901,0,1900.0,130.0,0,3.0,3,41.4035971,2.1434032,0,15.0
2902,0,1380.0,40.0,0,1.0,1,41.3976513,2.1611543,0,35.0
2903,0,1500.0,35.0,0,2.0,1,41.4012878,2.1607956,0,43.0
2904,0,1100.0,25.0,0,1.0,1,41.4003997,2.164333,0,44.0
2905,0,1300.0,50.0,0,1.0,1,41.3833783,2.1797457,0,26.0
2907,0,1600.0,45.0,0,2.0,1,41.3878498,2.1780366,0,36.0
2908,0,700.0,15.0,0,0.0,1,41.4062099,2.14699,0,47.0
2909,0,1500.0,35.0,0,2.0,1,41.4014449,2.1617176,0,43.0
2910,0,2200.0,45.0,0,3.0,2,41.4095513,2.1834846,0,49.0
2911,0,2451.0,35.0,0,2.0,1,41.4007998,2.1358738,0,70.0
2912,0,900.0,15.0,0,0.0,1,41.381419,2.1652862,0,60.0
2913,0,1950.0,145.0,1,3.0,3,41.3606809,2.1359727,1,13.0
2914,0,1100.0,80.0,0,2.0,1,41.3994144,2.2075286,0,14.0
2915,0,2600.0,45.0,0,3.0,1,41.380958,2.1459219,0,58.0
2916,0,1100.0,65.0,0,2.0,1,41.3770015,2.1641679,0,17.0
2917,0,2300.0,196.0,0,4.0,1,41.3782373,2.1785029,0,12.0
2918,0,1300.0,35.0,0,2.0,1,41.3992449,2.1588176,0,37.0
2919,0,1660.0,70.0,0,3.0,1,41.4048293,2.1586801,0,24.0
2920,0,1600.0,45.0,0,2.0,1,41.3840498,2.1787366,0,36.0
2921,0,1500.0,35.0,0,2.0,1,41.4012878,2.1581956,0,43.0
2922,0,1300.0,60.0,0,1.0,1,41.3741561,2.1412385,0,22.0
2923,0,1600.0,35.0,0,2.0,1,41.3802177,2.1773425,0,46.0
2924,0,2300.0,45.0,0,3.0,2,41.4076405,2.1481034,0,51.0
2925,0,5100.0,65.0,0,5.0,2,41.3848359,2.1541492,0,78.0
2926,0,2100.0,45.0,0,3.0,1,41.4008018,2.1401583,0,47.0
2927,0,1200.0,25.0,0,1.0,1,41.3996497,2.1307285,0,48.0
2928,0,4000.0,55.0,0,4.0,3,41.3930684,2.1624743,0,73.0
2929,0,899.0,15.0,0,0.0,1,41.3805169,2.1712719,0,60.0
2930,13,3000.0,157.0,1,4.0,3,41.35828,2.1257,1,19.0
2931,1,1200.0,80.0,1,3.0,2,41.2443005,1.7966535,0,15.0
2932,2,1500.0,90.0,1,2.0,1,41.3829397,2.1741729,0,17.0
2933,3,1470.0,90.0,0,2.0,2,41.38372,2.1723963,1,16.0
2934,6,950.0,109.0,1,4.0,2,41.5464977,2.1171856,1,9.0
2935,0,2400.0,35.0,0,2.0,2,41.398646,2.1689319,0,69.0
2936,0,2600.0,45.0,0,3.0,2,41.378458,2.1459219,0,58.0
2937,0,2600.0,45.0,0,3.0,2,41.377558,2.1472219,0,58.0
2938,0,860.0,30.0,0,0.0,1,41.3885166,2.1820418,0,29.0
2939,0,2600.0,45.0,0,3.0,1,41.377558,2.1495219,0,58.0
2940,0,1400.0,35.0,0,2.0,1,41.4114759,2.16337,0,40.0
2941,0,2600.0,45.0,0,3.0,1,41.380358,2.1459219,0,58.0
2942,0,2600.0,45.0,0,3.0,1,41.381058,2.1499219,0,58.0
2943,0,2600.0,45.0,0,3.0,1,41.380258,2.1499219,0,58.0
2944,0,3000.0,600.0,0,10.0,5,41.2491116,1.8273502,0,5.0
2945,0,4000.0,400.0,0,9.0,3,41.2508155,1.8230059,0,10.0
2946,0,2800.0,350.0,0,4.0,5,41.2501577,1.831283,0,8.0
2947,0,1100.0,15.0,0,0.0,1,41.379437,2.1665644,0,73.0
2948,5,4900.0,431.0,1,6.0,5,41.3950092,2.1360283,1,11.0
2949,1,2800.0,90.0,1,2.0,2,41.3845746,2.1715557,1,31.0
2950,0,2000.0,90.0,0,3.0,2,41.3861387,2.1493177,0,22.0
2951,0,2600.0,45.0,0,3.0,1,41.377558,2.1489219,0,58.0
2952,0,2600.0,45.0,0,3.0,1,41.381558,2.1468219,0,58.0
2953,0,2295.0,45.0,0,3.0,1,41.3813965,2.1687871,0,51.0
2954,0,1785.0,45.0,0,3.0,1,41.3849287,2.1583711,0,40.0
2955,0,4000.0,75.0,0,6.0,2,41.3907138,2.1721477,0,53.0
2956,0,1200.0,90.0,0,4.0,1,41.4417296,2.1662808,0,13.0
2958,0,1500.0,50.0,0,3.0,1,41.3806733,2.1545731,0,30.0
2959,0,1800.0,55.0,0,2.0,1,41.3780255,2.1534513,0,33.0
2960,0,1900.0,200.0,0,5.0,4,41.2645123,1.9452147,0,10.0
2961,0,3000.0,457.0,0,4.0,3,41.3422061,2.0241338,0,7.0
2962,0,1500.0,68.0,0,2.0,1,41.4332846,2.1657645,0,22.0
2963,2,1200.0,34.0,1,1.0,1,41.2696862,1.9862032,1,35.0
2964,0,1250.0,90.0,1,3.0,2,41.4715634,2.0542233,1,14.0
2965,1,1750.0,85.0,1,2.0,1,41.4032909,2.172692,1,21.0
2966,0,1100.0,25.0,0,1.0,1,41.3785044,2.1932412,0,44.0
2967,1,1250.0,75.0,1,2.0,1,41.3780457,2.17353,1,17.0
2968,2,1000.0,45.0,1,1.0,1,41.3801044,2.1912412,0,22.0
2969,2,1500.0,100.0,1,3.0,3,41.2308977,1.7952675,1,15.0
2970,2,1000.0,45.0,1,1.0,1,41.3801044,2.1912412,0,22.0
2971,0,1800.0,58.0,0,2.0,1,41.3805235,2.1675316,0,31.0
2972,2,1050.0,112.0,1,3.0,2,41.3115,1.99408,1,9.0
2973,0,625.0,110.0,1,4.0,1,41.6457223,2.3928746,0,6.0
2974,0,1200.0,130.0,1,4.0,2,41.3116679,1.9966444,1,9.0
2975,1,750.0,77.0,1,2.0,2,41.5573798,2.1024147,1,10.0
2976,5,750.0,75.0,1,2.0,1,41.6064226,2.2916322,1,10.0
2977,2,1200.0,80.0,1,2.0,1,41.4138993,2.1367868,1,15.0
2978,7,970.0,72.0,1,2.0,1,41.4162724,2.1854073,1,13.0
2979,3,625.0,35.0,1,1.0,1,41.3790005,2.1907347,0,18.0
2980,1,1200.0,80.0,0,2.0,1,41.3853808,2.1735254,1,15.0
2981,2,960.0,40.0,0,1.0,1,41.3824636,2.1557001,1,24.0
2982,3,650.0,75.0,1,3.0,2,41.4704567,2.1824169,1,9.0
2983,1,750.0,45.0,1,2.0,1,41.3969356,2.1233648,0,17.0
2984,2,960.0,80.0,1,2.0,1,41.4083672,2.1511059,1,12.0
2985,1,1200.0,51.0,1,1.0,1,41.3784365,2.1381707,0,24.0
2986,6,2000.0,80.0,1,2.0,1,41.3995289,2.1790086,1,25.0
2987,0,1260.0,25.0,0,1.0,1,41.3902357,2.1908396,0,50.0
2988,2,1350.0,47.0,1,2.0,1,41.2685862,1.9822032,1,29.0
2989,2,1500.0,71.0,1,2.0,1,41.2719862,1.9822032,1,21.0
2990,2,1650.0,75.0,1,2.0,1,41.2684862,1.9832032,1,22.0
2991,2,1550.0,100.0,1,2.0,2,41.385582,2.1824287,0,16.0
2992,0,1350.0,110.0,0,1.0,1,41.3771022,2.1625857,0,12.0
2993,0,1770.0,35.0,0,2.0,1,41.4061157,2.1716221,0,51.0
2994,0,1100.0,50.0,0,1.0,1,41.3852466,2.1833747,0,22.0
2995,3,800.0,45.0,1,1.0,1,41.3858919,2.1794081,0,18.0
2996,0,955.0,137.0,0,2.0,2,41.6480698,2.2287989,0,7.0
2997,0,1900.0,100.0,0,2.0,2,41.3929813,2.1726624,0,19.0
2998,8,1250.0,43.0,1,1.0,1,41.3933556,2.1485357,1,29.0
2999,1,1050.0,87.0,1,3.0,2,41.2718739,2.0308382,0,12.0
3000,0,2800.0,45.0,0,3.0,2,41.4018263,2.172015,0,62.0
3001,0,1025.0,15.0,0,0.0,1,41.3905347,2.1608903,0,68.0
3002,0,2635.0,100.0,0,4.0,2,41.4086699,2.17802,0,26.0
3003,1,1200.0,95.0,1,3.0,1,41.3999314,2.1732968,0,13.0
3004,0,950.0,25.0,0,1.0,1,41.3813061,2.1736618,0,38.0
3005,0,1500.0,40.0,0,2.0,1,41.3825336,2.1907544,0,38.0
3006,2,990.0,99.0,1,4.0,1,41.4061378,2.1864832,1,10.0
3007,1,880.0,55.0,1,2.0,1,41.400694,2.2008904,0,16.0
3009,1,980.0,52.0,1,2.0,2,41.3797932,2.1636209,1,19.0
3010,4,1200.0,60.0,1,2.0,1,41.3843573,2.1682956,1,20.0
3011,6,950.0,95.0,1,4.0,2,41.546897,2.1155961,1,10.0
3012,0,1900.0,45.0,0,3.0,2,41.3816564,2.171059,0,42.0
3013,0,2250.0,100.0,0,3.0,1,41.37712,2.17544,0,23.0
3014,1,1750.0,85.0,1,3.0,1,41.3984513,2.1870645,0,21.0
3015,3,1300.0,90.0,1,4.0,2,41.3975421,2.1481267,1,14.0
3016,1,3410.0,95.0,1,3.0,2,41.4011626,2.1576701,0,36.0
3017,2,1475.0,104.0,1,3.0,1,41.4064751,2.1937013,1,14.0
3018,0,2500.0,55.0,0,4.0,2,41.3728164,2.1565694,0,45.0
3019,3,3200.0,140.0,1,5.0,3,41.3876482,2.1650005,1,23.0
3020,2,2800.0,100.0,1,3.0,2,41.391104,2.1648024,1,28.0
3021,1,700.0,80.0,1,2.0,1,41.571928,2.0101103,1,9.0
3022,3,1300.0,74.0,1,2.0,1,41.4006109,2.1547229,1,18.0
3023,0,6000.0,500.0,0,6.0,6,41.3836133,2.0914205,0,12.0
3024,8,1500.0,83.0,1,2.0,2,41.3816614,2.1549477,1,18.0
3025,5,2100.0,107.0,1,2.0,2,41.4020763,2.2109292,1,20.0
3026,3,1900.0,97.0,1,3.0,2,41.3949866,2.1650943,1,20.0
3027,2,2850.0,160.0,1,2.0,3,41.3934306,2.1297902,1,18.0
3028,4,750.0,80.0,1,3.0,2,41.5432484,2.4551042,1,9.0
3029,0,2000.0,515.0,0,4.0,2,41.3283032,2.0926967,0,4.0
3031,1,3800.0,218.0,0,4.0,3,41.4029866,2.1445669,1,17.0
3032,0,750.0,76.0,1,0.0,1,41.3735695,2.1333529,0,10.0
3034,18,3400.0,91.0,0,4.0,2,41.4029439,2.2144967,1,37.0
3035,0,1500.0,69.0,0,2.0,1,41.3812038,2.1510854,1,22.0
3036,0,6314.0,350.0,0,4.0,2,41.41084,2.12344,0,18.0
3037,1,1700.0,135.0,1,5.0,2,41.3882245,2.1260898,1,13.0
3039,4,3500.0,90.0,1,2.0,2,41.392515,2.1690738,1,39.0
3040,3,1500.0,60.0,1,1.0,1,41.4007728,2.160193,0,25.0
3041,0,5500.0,550.0,0,3.0,3,41.5380351,2.3709046,0,10.0
3042,1,2100.0,70.0,1,2.0,2,41.3953665,2.1564291,1,30.0
3043,3,2000.0,70.0,1,2.0,2,41.3934665,2.1564291,1,29.0
3044,5,3600.0,130.0,1,3.0,3,41.387958,2.1575088,1,28.0
3045,0,1850.0,240.0,0,5.0,3,41.379602,2.0719346,0,8.0
3046,4,3500.0,300.0,1,5.0,5,41.3991238,2.1306348,1,12.0
3047,2,750.0,58.0,1,0.0,1,41.3814337,2.1724872,0,13.0
3048,3,6000.0,178.0,1,5.0,4,41.3823403,2.0758801,1,34.0
3049,1,1500.0,60.0,1,1.0,1,41.3847855,2.1823872,0,25.0
3050,2,1850.0,69.0,1,2.0,1,41.3899418,2.1670563,1,27.0
3051,7,6000.0,300.0,1,5.0,3,41.392201,2.1409798,1,20.0
3052,1,850.0,40.0,1,0.0,1,41.3854077,2.165376,0,21.0
3053,1,900.0,112.0,0,2.0,1,41.3787442,2.160077,1,8.0
3054,2,1100.0,70.0,1,2.0,1,41.4075996,2.1556802,0,16.0
3055,2,1450.0,60.0,1,2.0,1,41.3984584,2.2019652,1,24.0
3056,2,1450.0,65.0,1,2.0,1,41.4009584,2.2032652,1,22.0
3057,5,2900.0,125.0,1,4.0,2,41.393661,2.1409296,1,23.0
3058,8,3500.0,250.0,1,5.0,4,41.4062081,2.1394405,1,14.0
3060,4,1400.0,70.0,1,2.0,2,41.3782914,2.1892081,0,20.0
3061,0,2300.0,290.0,0,5.0,3,41.4663916,2.0557302,0,8.0
3062,0,3500.0,500.0,0,5.0,2,41.3212616,2.0021228,0,7.0
3063,0,4900.0,560.0,0,5.0,5,41.4510644,2.0556933,0,9.0
3064,8,3400.0,180.0,0,5.0,2,41.3940772,2.1403412,1,19.0
3065,3,1500.0,100.0,0,2.0,2,41.3867333,2.1651052,1,15.0
3066,5,3900.0,340.0,1,3.0,4,41.3978919,2.1441543,1,11.0
3067,0,2600.0,350.0,0,7.0,5,41.5787638,2.5041998,0,7.0
3068,1,1200.0,120.0,1,4.0,2,41.5693934,2.5243366,1,10.0
3069,0,2300.0,160.0,0,3.0,3,41.4748114,2.0599937,1,14.0
3070,0,2500.0,300.0,0,4.0,2,41.5506995,2.4578154,0,8.0
3071,0,4800.0,355.0,0,4.0,3,41.4091938,2.1004188,0,14.0
3072,0,1890.0,272.0,0,4.0,2,41.3813643,2.0501321,0,7.0
3073,2,2900.0,185.0,1,4.0,3,41.3919512,2.1467684,1,16.0
3074,0,6000.0,900.0,0,5.0,3,41.2306661,1.787308,0,7.0
3075,1,2500.0,144.0,1,4.0,3,41.3867341,2.1544529,1,17.0
3076,0,3800.0,160.0,0,4.0,2,41.390057,2.1583132,1,24.0
3077,0,3000.0,403.0,0,5.0,4,41.4941239,2.0926973,0,7.0
3078,6,3700.0,254.0,1,6.0,4,41.4049333,2.1246864,1,15.0
3079,0,1850.0,137.0,1,2.0,2,41.3957564,2.1971408,1,14.0
3080,0,4000.0,200.0,0,4.0,3,41.3939204,2.1679436,1,20.0
3081,0,2300.0,310.0,0,5.0,3,41.4626916,2.0589302,0,7.0
3082,0,4900.0,270.0,1,5.0,4,41.4038162,2.1287239,1,18.0
3083,6,1200.0,85.0,0,2.0,1,41.4114833,2.2214913,1,14.0
3084,0,6000.0,941.0,0,10.0,9,41.5759728,2.5128398,0,6.0
3085,1,3000.0,470.0,0,5.0,3,41.2881435,1.7195053,0,6.0
3086,0,6000.0,880.0,0,17.0,12,41.5715,2.5121,0,7.0
3087,5,1400.0,90.0,1,4.0,2,41.403692,2.1843911,1,16.0
3088,4,995.0,55.0,1,1.0,1,41.3870821,2.180335,0,18.0
