,floor,price,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,priceByArea
399,1,1100.0,100.0,1,4.0,1,41.3975712,2.1219059,1,11.0
400,0,2200.0,265.0,0,4.0,3,41.5715993,2.4411665,0,8.0
401,4,800.0,50.0,1,2.0,1,41.3752879,2.1627393,0,16.0
402,8,2000.0,70.0,1,2.0,1,41.3997289,2.1779086,1,29.0
403,5,1400.0,116.0,1,4.0,2,41.4047264,2.1362469,1,12.0
404,20,2100.0,125.0,1,3.0,2,41.4079924,2.2079907,1,17.0
405,3,900.0,80.0,1,3.0,1,41.4165647,2.1764514,1,11.0
408,4,1350.0,62.0,1,3.0,1,41.3754188,2.1912477,1,22.0
409,0,3000.0,513.0,0,6.0,4,41.4267799,2.1602572,0,6.0
410,3,650.0,90.0,1,3.0,1,41.575838,2.0157739,1,7.0
411,3,2500.0,145.0,1,3.0,2,41.3966991,2.165507,1,17.0
412,1,800.0,98.0,1,3.0,2,41.5711686,2.2222417,1,8.0
413,3,720.0,75.0,1,3.0,1,41.3675962,2.1352491,1,10.0
414,0,1600.0,108.0,0,3.0,2,41.3996546,2.1408315,1,15.0
415,1,1000.0,70.0,1,2.0,2,41.4027553,2.2001678,1,14.0
416,5,1300.0,85.0,1,2.0,1,41.3922139,2.1552377,1,15.0
417,5,725.0,120.0,1,4.0,2,41.5587156,2.0007753,1,6.0
418,6,2900.0,130.0,1,4.0,2,41.395261,2.1369296,1,22.0
419,2,825.0,34.0,1,2.0,1,41.3781464,2.1913129,0,24.0
420,0,650.0,52.0,1,2.0,1,41.4841135,2.2695441,0,13.0
421,4,850.0,110.0,1,4.0,2,41.5538426,2.4395874,1,8.0
422,0,950.0,75.0,1,1.0,1,41.4087556,2.157792,0,13.0
423,3,1300.0,70.0,1,2.0,2,41.3903586,2.1509713,1,19.0
424,5,2850.0,140.0,1,4.0,2,41.3961854,2.1431415,1,20.0
425,3,1600.0,95.0,1,3.0,2,41.3873041,2.1528749,1,17.0
426,3,970.0,65.0,1,2.0,1,41.3758193,2.1581124,0,15.0
427,2,950.0,60.0,1,2.0,1,41.3971216,2.1750408,1,16.0
428,0,775.0,33.0,1,2.0,1,41.380305,2.1926922,0,23.0
429,0,800.0,268.0,0,4.0,3,41.6936634,2.2020896,0,3.0
430,3,1000.0,70.0,1,3.0,1,41.3784208,2.1446645,1,14.0
431,0,785.0,34.0,1,2.0,1,41.3813638,2.1917559,0,23.0
432,1,850.0,66.0,1,2.0,2,41.4191013,2.177263,1,13.0
433,1,2480.0,130.0,1,3.0,2,41.389684,2.1757999,1,19.0
434,2,750.0,100.0,1,4.0,2,41.44782,2.23222,1,8.0
435,4,700.0,70.0,0,3.0,1,41.44114,2.2312997,0,10.0
436,1,1300.0,90.0,1,4.0,1,41.4597834,2.0535534,0,14.0
437,2,820.0,78.0,1,2.0,1,41.4072231,2.1692299,1,11.0
438,3,1100.0,72.0,1,2.0,1,41.4741498,2.0921678,1,15.0
439,1,850.0,35.0,1,1.0,1,41.3760977,2.1913781,1,24.0
440,2,3900.0,150.0,1,3.0,2,41.2699417,2.0336032,0,26.0
441,3,1700.0,120.0,1,4.0,2,41.4012285,2.1496177,1,14.0
442,4,3100.0,220.0,1,4.0,4,41.3986794,2.1642791,1,14.0
443,0,700.0,270.0,0,5.0,2,41.5488701,2.1294351,0,3.0
444,6,750.0,120.0,1,4.0,2,41.5503308,2.0900613,1,6.0
445,3,950.0,60.0,1,2.0,1,41.4776,2.06462,1,16.0
446,1,650.0,75.0,1,1.0,1,41.4734609,2.0898092,1,9.0
447,0,600.0,84.0,1,4.0,1,41.5682856,2.08707,1,7.0
448,0,750.0,66.0,0,3.0,1,41.3720946,2.1183218,0,11.0
449,0,700.0,79.0,0,4.0,1,41.3515512,2.0761989,1,9.0
450,0,725.0,69.0,1,3.0,1,41.3514088,2.0738144,0,11.0
451,0,1250.0,160.0,0,3.0,1,41.3874965,2.1779577,1,8.0
452,0,775.0,72.0,0,2.0,1,41.4390106,2.1810158,0,11.0
455,0,945.0,109.0,0,4.0,1,41.3210528,2.0157947,1,9.0
456,0,755.0,66.0,1,2.0,1,41.5425226,2.0895319,1,11.0
459,0,945.0,177.0,0,3.0,2,41.6085487,2.0830208,0,5.0
460,0,1025.0,273.0,0,5.0,2,41.71784,2.15983,0,4.0
461,0,1500.0,124.0,0,4.0,2,41.46679,2.2768401,1,12.0
462,3,1400.0,92.0,1,2.0,2,41.3988103,2.1610153,1,15.0
463,1,1500.0,116.0,0,2.0,2,41.3779559,2.1682378,1,13.0
464,1,1400.0,69.0,0,2.0,1,41.3970716,2.1708618,1,20.0
465,0,900.0,35.0,0,1.0,1,41.3830427,2.1907695,0,26.0
466,0,2300.0,85.0,0,2.0,2,41.3884859,2.164155,1,27.0
467,4,850.0,75.0,0,2.0,1,41.4035073,2.1753788,1,11.0
468,1,1600.0,80.0,0,2.0,2,41.3813923,2.1837734,1,20.0
469,2,1300.0,58.0,0,1.0,1,41.3978987,2.1628834,1,22.0
470,0,1825.0,120.0,0,2.0,2,41.3941276,2.1341339,1,15.0
471,0,2500.0,152.0,0,4.0,3,41.4052229,2.1455091,1,16.0
472,2,1800.0,95.0,0,3.0,2,41.3748848,2.1678821,0,19.0
473,0,650.0,135.0,0,3.0,1,41.5395881,2.4324673,1,5.0
474,0,650.0,120.0,0,2.0,1,41.3488913,1.7102155,0,5.0
475,0,2500.0,80.0,0,3.0,2,41.377468,2.1769142,0,31.0
476,0,1800.0,50.0,0,2.0,1,41.3745499,2.1265175,0,36.0
477,2,770.0,75.0,1,3.0,1,41.4907068,2.3558966,0,10.0
478,2,775.0,70.0,1,2.0,1,41.4193057,2.1462605,1,11.0
479,1,1900.0,205.0,0,4.0,2,41.4048076,2.1377208,1,9.0
480,2,1200.0,80.0,1,3.0,2,41.3773685,2.1747483,0,15.0
481,1,800.0,75.0,0,2.0,2,41.359173,2.1263445,1,11.0
482,1,700.0,20.0,0,1.0,1,41.4019832,2.1855935,0,35.0
483,0,1695.0,250.0,0,6.0,3,41.46711,2.23718,0,7.0
484,0,2200.0,288.0,0,5.0,3,41.5675762,2.4390995,0,8.0
485,7,2400.0,150.0,0,4.0,3,41.3860947,2.1109648,1,16.0
486,6,1200.0,124.0,1,3.0,2,41.4143326,2.164784,1,10.0
487,1,780.0,72.0,1,3.0,1,41.4538365,2.2042475,1,11.0
488,0,2100.0,52.0,0,2.0,1,41.3990095,2.1628171,0,40.0
489,3,1400.0,66.0,0,2.0,2,41.3886879,2.174776,0,21.0
490,3,1070.0,61.0,0,2.0,2,41.3828515,2.1685641,1,18.0
491,2,875.0,81.0,0,3.0,1,41.3801275,2.1395116,0,11.0
492,1,750.0,58.0,0,2.0,1,41.3842579,2.1746599,0,13.0
493,1,1350.0,65.0,1,1.0,1,41.4055818,2.1636439,1,21.0
494,2,1600.0,120.0,1,4.0,2,41.3981593,2.1514046,1,13.0
495,3,1700.0,66.0,0,2.0,2,41.3962313,2.1530136,1,26.0
497,2,700.0,84.0,1,3.0,1,41.4445955,2.2082573,1,8.0
498,20,2100.0,120.0,1,3.0,3,41.4064924,2.2079907,1,18.0
499,1,1250.0,160.0,0,3.0,1,41.3854965,2.1775577,1,8.0
500,3,800.0,60.0,0,2.0,1,41.3223654,2.0106203,1,13.0
501,0,850.0,98.0,0,4.0,1,41.5327874,2.0850644,0,9.0
502,7,2200.0,75.0,1,1.0,1,41.3860835,2.1716504,1,29.0
503,0,4000.0,550.0,0,6.0,5,41.2804093,1.9546472,0,7.0
504,2,650.0,68.0,0,3.0,1,41.3252123,2.0966151,0,10.0
505,1,1875.0,97.0,0,3.0,2,41.4090087,2.1371489,1,19.0
506,9,625.0,51.0,0,2.0,1,41.362659,2.0880063,1,12.0
507,1,1000.0,73.0,0,2.0,2,41.416694,2.1779561,1,14.0
508,3,1490.0,150.0,1,5.0,1,41.3798835,2.1715421,0,10.0
510,2,600.0,65.0,1,3.0,1,41.5499029,2.0836965,0,9.0
511,1,990.0,93.0,1,2.0,2,41.5431409,2.101104,1,11.0
512,2,1200.0,57.0,1,2.0,1,41.3889914,2.1925347,1,21.0
513,4,1300.0,74.0,1,2.0,1,41.39014,2.1467,1,18.0
514,3,790.0,33.0,0,1.0,1,41.3811755,2.1880961,0,24.0
515,0,2600.0,303.0,0,6.0,5,41.579012,2.5015756,0,9.0
516,0,900.0,213.0,0,5.0,2,41.3802291,2.0000795,0,4.0
517,0,1400.0,90.0,0,3.0,2,41.2352815,1.7866761,1,16.0
518,1,600.0,120.0,0,2.0,1,41.536934,2.1140735,0,5.0
519,2,600.0,78.0,1,3.0,1,41.5519615,2.0841864,0,8.0
520,1,800.0,60.0,1,1.0,1,41.4111134,2.1727025,1,13.0
521,1,800.0,98.0,1,3.0,2,41.5691686,2.2235417,1,8.0
523,1,995.0,80.0,1,3.0,1,41.4244867,2.1731505,1,12.0
524,4,1150.0,87.0,1,4.0,2,41.4003876,2.1658432,1,13.0
525,2,1500.0,108.0,1,2.0,1,41.3867483,2.1792266,0,14.0
526,3,650.0,70.0,1,3.0,1,41.4556143,2.2077949,0,9.0
527,0,4000.0,434.0,0,5.0,4,41.47413,2.0479,0,9.0
528,1,950.0,50.0,1,1.0,1,41.3775853,2.1732553,0,19.0
530,1,800.0,105.0,1,4.0,2,41.5545384,2.0007336,0,8.0
531,2,600.0,115.0,1,4.0,2,41.5566283,1.9963777,0,5.0
534,3,1080.0,90.0,1,5.0,1,41.3720131,2.1668038,1,12.0
535,2,1700.0,140.0,1,3.0,2,41.4033156,2.1515647,1,12.0
536,2,875.0,87.0,1,3.0,1,41.3305414,2.0977567,1,10.0
537,4,1845.0,114.0,1,2.0,2,41.4087299,2.2123894,1,16.0
538,2,1850.0,88.0,1,3.0,2,41.3767848,2.1647821,1,21.0
539,6,850.0,80.0,1,3.0,1,41.3589554,2.1012264,1,11.0
540,1,1500.0,55.0,1,2.0,1,41.3833731,2.159764,1,27.0
541,1,3000.0,187.0,1,6.0,2,41.4129979,2.1482559,1,16.0
542,1,1200.0,40.0,0,1.0,1,41.380522,2.1929557,0,30.0
543,2,990.0,70.0,1,0.0,1,41.3849245,2.1673303,0,14.0
544,4,2600.0,130.0,0,3.0,2,41.3931533,2.1637372,1,20.0
546,4,1900.0,65.0,0,2.0,1,41.4042477,2.1717777,0,29.0
547,0,600.0,60.0,1,2.0,1,41.4402255,2.2221557,0,10.0
548,1,1800.0,150.0,1,4.0,2,41.4024873,2.141671,1,12.0
549,2,800.0,50.0,1,1.0,1,41.4116778,2.1751669,1,16.0
550,4,1400.0,75.0,1,2.0,1,41.3844512,2.152947,1,19.0
551,1,1000.0,60.0,1,2.0,1,41.3757703,2.1617702,1,17.0
552,1,2850.0,145.0,1,4.0,2,41.3991241,2.1466642,1,20.0
553,4,2500.0,140.0,1,2.0,2,41.3893539,2.1584314,1,18.0
554,1,800.0,64.0,1,2.0,2,41.359873,2.1263445,1,13.0
555,3,1800.0,60.0,0,2.0,2,41.3957665,2.1524291,0,30.0
556,6,1200.0,125.0,1,3.0,1,41.41443,2.1650799,1,10.0
557,0,700.0,90.0,0,3.0,2,41.6637565,2.2559497,0,8.0
558,4,800.0,90.0,1,4.0,1,41.4525497,2.2044535,1,9.0
559,0,825.0,240.0,0,5.0,3,41.2866669,1.7170493,0,3.0
561,3,1700.0,60.0,1,1.0,1,41.3805783,2.1842565,1,28.0
562,1,850.0,59.0,1,3.0,1,41.4558987,2.2169397,1,14.0
563,1,1500.0,120.0,1,1.0,2,41.3786113,2.1789216,1,13.0
564,6,1100.0,50.0,1,1.0,1,41.4126191,2.1503628,1,22.0
565,0,3000.0,160.0,0,3.0,3,41.3897133,2.1952607,0,19.0
566,5,1500.0,110.0,1,3.0,2,41.4091202,2.1544414,1,14.0
567,6,1200.0,117.0,1,3.0,2,41.41263,2.1658799,1,10.0
568,6,1245.0,97.0,1,3.0,2,41.4024624,2.1502646,1,13.0
570,2,1700.0,80.0,1,3.0,1,41.3889714,2.1780257,1,21.0
571,3,700.0,80.0,1,3.0,1,41.3711259,2.0989955,0,9.0
572,5,1750.0,85.0,1,2.0,1,41.4235208,2.144996,1,21.0
573,3,2000.0,160.0,1,4.0,2,41.4030124,2.2003161,1,13.0
574,3,1700.0,65.0,1,2.0,1,41.4006673,2.1713448,0,26.0
575,5,2300.0,110.0,0,3.0,2,41.3923788,2.1370118,1,21.0
576,1,3000.0,190.0,0,3.0,3,41.3926366,2.201924,1,16.0
577,2,700.0,75.0,1,3.0,1,41.3099526,1.9963516,0,9.0
578,1,3800.0,205.0,1,4.0,3,41.4014866,2.1415669,1,19.0
579,9,1100.0,90.0,1,3.0,1,41.4117257,2.182905,1,12.0
580,0,1400.0,170.0,0,4.0,3,41.6908886,2.2454011,0,8.0
581,1,1000.0,50.0,0,2.0,1,41.3898725,2.1827827,0,20.0
582,0,2160.0,250.0,0,6.0,3,41.46341,2.23828,0,9.0
583,0,925.0,60.0,1,3.0,1,41.4185279,2.1374039,0,15.0
584,1,1300.0,85.0,1,1.0,1,41.4138287,2.1717572,1,15.0
585,1,1800.0,60.0,1,2.0,2,41.3926665,2.1560291,0,30.0
586,3,775.0,73.0,1,2.0,1,41.4233057,2.1474605,1,11.0
587,4,600.0,80.0,1,3.0,1,41.5536207,2.003373,1,8.0
588,6,1600.0,95.0,1,2.0,1,41.3900457,2.1414344,0,17.0
589,3,1750.0,90.0,1,3.0,2,41.3857232,2.133949,1,19.0
590,4,4500.0,225.0,1,4.0,2,41.4234526,2.1975674,1,20.0
591,3,900.0,75.0,1,3.0,1,41.3884681,2.1423702,1,12.0
592,3,1500.0,50.0,1,2.0,1,41.4157527,2.2120734,0,30.0
593,1,3000.0,120.0,1,3.0,2,41.3893366,2.201524,1,25.0
594,5,1200.0,55.0,1,2.0,1,41.379249,2.1775685,1,22.0
595,1,990.0,90.0,1,2.0,2,41.5463716,2.1205904,1,11.0
596,4,800.0,65.0,0,3.0,1,41.3726889,2.1599664,1,12.0
597,1,2300.0,150.0,1,4.0,2,41.3993851,2.1443935,1,15.0
598,4,1790.0,140.0,1,3.0,2,41.3977044,2.1360073,1,13.0
599,6,950.0,95.0,1,3.0,1,41.3859556,2.1408653,1,10.0
600,3,1400.0,132.0,1,3.0,2,41.4048333,2.1453805,1,11.0
601,20,4500.0,135.0,1,3.0,2,41.4078855,2.2156192,1,33.0
602,1,850.0,69.0,1,3.0,1,41.4232168,2.1524009,0,12.0
603,0,3000.0,280.0,0,4.0,3,41.4468432,2.0874503,0,11.0
604,1,800.0,80.0,1,3.0,2,41.28577,1.98224,1,10.0
605,1,1250.0,90.0,1,3.0,1,41.3855232,2.1571325,1,14.0
606,6,800.0,61.0,1,2.0,1,41.4158494,2.1810659,1,13.0
607,2,1600.0,70.0,1,1.0,1,41.3801023,2.1872553,1,23.0
608,3,950.0,68.0,1,2.0,1,41.370575,2.1733429,1,14.0
609,4,1800.0,146.0,1,4.0,3,41.3967651,2.120907,1,12.0
610,4,750.0,70.0,1,2.0,1,41.4088236,2.2032817,0,11.0
612,0,2600.0,375.0,0,5.0,2,41.4745802,2.2803904,0,7.0
613,2,1400.0,117.0,1,3.0,2,41.3852108,2.1489719,1,12.0
614,2,700.0,70.0,1,3.0,1,41.4600812,2.2413978,0,10.0
616,3,2200.0,180.0,1,5.0,2,41.4114734,2.1431946,1,12.0
617,5,2000.0,163.0,1,4.0,2,41.4030124,2.2008161,1,12.0
618,1,1600.0,75.0,1,3.0,1,41.3941497,2.1230008,1,21.0
619,0,2050.0,140.0,1,3.0,1,41.4117513,2.1803846,1,15.0
620,7,900.0,83.0,1,4.0,2,41.3715961,2.1111,1,11.0
621,1,800.0,76.0,1,2.0,2,41.3603804,2.1302272,1,11.0
622,0,2700.0,413.0,1,8.0,2,41.4100957,2.1419023,1,7.0
623,0,950.0,120.0,1,2.0,2,41.5383248,2.1070772,1,8.0
624,0,800.0,120.0,0,3.0,1,41.6190107,2.2832495,0,7.0
625,3,1300.0,60.0,1,2.0,1,41.4036705,2.1840095,1,22.0
626,0,4600.0,562.0,1,0.0,0,41.4026872,2.1711901,0,8.0
627,1,1500.0,100.0,1,2.0,1,41.3833802,2.1689426,1,15.0
628,4,2500.0,118.0,1,2.0,2,41.4069439,2.2162967,1,21.0
629,4,600.0,89.0,1,3.0,1,41.5555054,2.0015234,1,7.0
630,4,1200.0,75.0,1,2.0,1,41.4114075,2.1765844,1,16.0
631,4,720.0,65.0,1,3.0,1,41.4382813,2.1880113,1,11.0
632,4,1200.0,75.0,1,2.0,1,41.4061087,2.1794814,1,16.0
633,2,1600.0,70.0,1,1.0,1,41.3778321,2.1882209,1,23.0
634,3,3400.0,130.0,1,2.0,1,41.3864925,2.1711273,1,26.0
635,8,2400.0,120.0,1,2.0,2,41.4052971,2.2181642,1,20.0
636,15,3500.0,125.0,1,3.0,2,41.40439,2.2160093,1,28.0
638,5,1550.0,88.0,1,3.0,2,41.4036705,2.1816095,1,18.0
639,6,1450.0,80.0,1,4.0,2,41.40162,2.1438549,1,18.0
640,2,870.0,60.0,1,2.0,1,41.3727734,2.1327918,1,15.0
641,6,1200.0,50.0,1,1.0,1,41.4060048,2.1582435,1,24.0
642,5,1600.0,70.0,1,1.0,2,41.3970158,2.1454955,1,23.0
643,4,1550.0,66.0,1,1.0,1,41.3906999,2.1459415,1,23.0
644,3,850.0,90.0,1,3.0,2,41.2722399,2.01314,0,9.0
645,3,1300.0,75.0,1,3.0,1,41.4233072,2.2091466,1,17.0
646,1,850.0,60.0,1,1.0,1,41.3715846,2.1653349,0,14.0
647,3,1200.0,60.0,1,2.0,1,41.4063756,2.2102592,1,20.0
648,2,900.0,142.0,1,5.0,2,41.5468838,2.1068805,0,6.0
649,1,2200.0,165.0,1,3.0,3,41.3878229,2.1526648,1,13.0
650,4,1200.0,50.0,1,1.0,1,41.38382,2.1703963,1,24.0
651,1,1700.0,90.0,1,3.0,4,41.3733842,2.1600089,1,19.0
652,11,3000.0,130.0,1,3.0,2,41.4050324,2.2171901,1,23.0
653,4,1650.0,65.0,1,1.0,1,41.3947763,2.121715,1,25.0
654,3,620.0,50.0,1,2.0,1,41.4611156,2.24298,0,12.0
655,3,950.0,75.0,1,2.0,1,41.3673178,2.1354494,1,13.0
656,1,1230.0,73.0,1,3.0,1,41.4072379,2.209461,1,17.0
657,2,1550.0,70.0,1,1.0,1,41.4053528,2.156739,1,22.0
658,6,950.0,95.0,1,3.0,2,41.3757124,2.1142814,1,10.0
659,3,970.0,100.0,1,0.0,1,41.4002358,2.1587695,0,10.0
660,1,3000.0,195.0,1,3.0,2,41.4038819,2.1284609,1,15.0
661,2,1350.0,76.0,1,2.0,1,41.41225,2.1418499,1,18.0
663,3,3000.0,92.0,1,3.0,2,41.3900524,2.1670012,1,33.0
664,5,2200.0,140.0,1,4.0,2,41.4041313,2.1276812,1,16.0
665,2,1100.0,31.0,1,1.0,1,41.376595,2.1792186,1,35.0
666,2,1700.0,66.0,1,1.0,2,41.3948306,2.154647,1,26.0
667,1,2100.0,80.0,1,3.0,2,41.3720543,2.1644476,1,26.0
668,0,900.0,45.0,1,1.0,1,41.3980785,2.1269578,1,20.0
669,1,950.0,75.0,1,2.0,1,41.4125575,2.175791,0,13.0
670,5,1800.0,70.0,1,2.0,2,41.3831238,2.1503376,1,26.0
671,1,750.0,35.0,0,0.0,1,41.3841737,2.1519188,1,21.0
672,0,1350.0,60.0,0,2.0,1,41.2344647,1.814309,1,23.0
673,2,1400.0,61.0,0,1.0,2,41.3779277,2.1797124,1,23.0
674,6,1490.0,95.0,1,2.0,2,41.3976955,2.1433168,1,16.0
675,8,1200.0,53.0,1,1.0,1,41.3839923,2.1837734,1,23.0
676,3,900.0,93.0,1,3.0,2,41.4152552,2.1468248,1,10.0
677,4,700.0,75.0,1,3.0,1,41.3728259,2.1029955,0,9.0
678,1,800.0,75.0,1,2.0,2,41.360873,2.1283445,1,11.0
679,4,2000.0,160.0,1,3.0,3,41.3949627,2.157894,1,13.0
680,6,2200.0,170.0,1,3.0,2,41.4092681,2.1371906,1,13.0
681,3,1250.0,95.0,1,3.0,1,41.3855232,2.1585325,1,13.0
683,2,1200.0,105.0,1,1.0,2,41.3864292,2.1801634,1,11.0
684,3,700.0,65.0,1,3.0,1,41.3647115,2.1096143,1,11.0
685,1,1750.0,76.0,1,2.0,1,41.4016176,2.1746601,1,23.0
686,9,1800.0,120.0,1,4.0,2,41.3796129,2.1099122,1,15.0
687,2,900.0,100.0,1,1.0,1,41.4054846,2.1892439,0,9.0
688,3,2000.0,160.0,1,4.0,2,41.3990124,2.2023161,1,13.0
689,1,1050.0,70.0,1,2.0,1,41.376294,2.1618207,1,15.0
690,4,890.0,48.0,1,0.0,1,41.3811454,2.1790382,0,19.0
691,6,2800.0,100.0,1,2.0,2,41.3973768,2.1586468,1,28.0
692,6,2000.0,100.0,1,4.0,1,41.4000342,2.1687529,1,20.0
694,4,1100.0,78.0,1,3.0,1,41.4127268,2.1408092,1,14.0
695,5,800.0,70.0,1,1.0,1,41.4223589,2.1556335,1,11.0
696,3,3400.0,125.0,1,2.0,2,41.3856925,2.1731273,1,27.0
697,5,750.0,47.0,1,1.0,1,41.3791624,2.1363677,0,16.0
698,9,1800.0,120.0,1,4.0,2,41.3777863,2.1103103,1,15.0
699,6,1500.0,55.0,1,2.0,2,41.3976342,2.1709529,1,27.0
701,2,900.0,74.0,1,1.0,1,41.3735517,2.1623277,0,12.0
702,1,2000.0,90.0,1,2.0,2,41.3811181,2.1764031,1,22.0
703,2,1550.0,82.0,1,2.0,1,41.4034852,2.1481068,0,19.0
704,3,700.0,40.0,1,1.0,1,41.3869603,2.1792583,0,18.0
705,2,1800.0,115.0,1,4.0,2,41.3957629,2.14507,1,16.0
706,2,995.0,75.0,1,2.0,1,41.3994564,2.1493349,1,13.0
707,0,800.0,162.0,0,4.0,2,41.5599729,2.0307016,0,5.0
708,6,630.0,60.0,1,2.0,1,41.573032,2.0112329,1,11.0
709,0,2200.0,288.0,0,5.0,3,41.5715762,2.4416995,0,8.0
710,1,900.0,75.0,1,4.0,2,41.3884621,2.1792453,1,12.0
711,1,825.0,25.0,0,1.0,1,41.3778279,2.1757228,1,33.0
712,5,1300.0,70.0,1,2.0,1,41.3922139,2.1558377,1,19.0
714,2,3000.0,130.0,1,5.0,2,41.3859208,2.1843536,1,23.0
715,1,975.0,50.0,1,0.0,1,41.3845948,2.1789448,1,20.0
716,3,1500.0,100.0,1,3.0,1,41.3994065,2.1853527,1,15.0
717,0,1600.0,130.0,0,2.0,2,41.4627099,2.07116,0,12.0
718,7,1350.0,65.0,1,1.0,1,41.4041767,2.1487115,1,21.0
719,0,750.0,235.0,0,5.0,3,41.6839386,2.1608879,0,3.0
720,1,850.0,40.0,1,0.0,1,41.3811611,2.1747399,1,21.0
721,2,1230.0,75.0,1,3.0,1,41.4078124,2.2093044,1,16.0
722,3,2500.0,130.0,1,3.0,2,41.396389,2.1614157,1,19.0
723,0,650.0,95.0,0,2.0,1,41.5904226,1.8891156,0,7.0
724,15,3500.0,120.0,1,3.0,2,41.40639,2.2143093,1,29.0
725,5,750.0,95.0,1,3.0,1,41.4404311,2.2224898,1,8.0
726,4,1050.0,80.0,1,3.0,1,41.4276622,2.1836967,1,13.0
727,0,675.0,35.0,0,1.0,1,41.3770087,2.192846,0,19.0
728,5,1100.0,100.0,1,3.0,2,41.4136438,2.1948141,1,11.0
729,8,1200.0,60.0,1,1.0,1,41.3825783,2.1860565,1,20.0
730,2,600.0,70.0,1,3.0,1,41.4954192,2.0302672,0,9.0
731,0,890.0,108.0,1,3.0,2,41.4882206,2.0311805,1,8.0
732,4,750.0,75.0,1,2.0,2,41.3867414,2.1751957,0,10.0
733,2,1200.0,120.0,1,2.0,1,41.3853021,2.1613435,0,10.0
734,3,1500.0,78.0,1,2.0,2,41.3805098,2.1724254,0,19.0
735,1,1250.0,90.0,1,3.0,1,41.3895232,2.1549325,1,14.0
736,2,590.0,65.0,1,4.0,1,41.479283,1.9180212,1,9.0
737,7,2000.0,75.0,1,2.0,2,41.3997289,2.1758086,1,27.0
738,2,590.0,65.0,1,4.0,1,41.479283,1.9180212,1,9.0
739,3,600.0,88.0,1,3.0,1,41.5217448,1.9007589,0,7.0
741,4,600.0,84.0,0,4.0,1,41.5671373,2.0874608,1,7.0
742,7,1950.0,135.0,1,3.0,2,41.3918859,2.1445258,1,14.0
743,0,2600.0,350.0,0,4.0,4,41.58147,2.50349,0,7.0
744,5,800.0,130.0,1,3.0,1,41.3164236,2.013737,1,6.0
745,0,995.0,30.0,1,1.0,1,41.3736861,2.1378045,0,33.0
746,4,1350.0,73.0,1,2.0,1,41.389131,2.1552015,1,18.0
747,2,1500.0,120.0,1,3.0,2,41.3854638,2.1570855,1,13.0
748,2,650.0,65.0,1,1.0,2,41.5704112,2.5277297,1,10.0
749,3,1200.0,100.0,1,3.0,2,41.4018744,2.1887391,1,12.0
750,3,1200.0,60.0,1,2.0,2,41.4075116,2.1834678,1,20.0
751,3,2500.0,140.0,1,2.0,2,41.3890539,2.1584314,1,18.0
752,6,1300.0,117.0,1,4.0,2,41.414285,2.1941326,1,11.0
753,1,3000.0,120.0,1,5.0,2,41.3843316,2.1842182,1,25.0
754,1,2300.0,185.0,1,4.0,2,41.4004851,2.1483935,1,12.0
755,3,650.0,90.0,1,3.0,1,41.5756041,2.4801589,0,7.0
756,4,3500.0,180.0,1,5.0,2,41.3933803,2.1456131,1,19.0
757,0,1850.0,66.0,1,3.0,1,41.3785514,2.1839145,0,28.0
758,0,600.0,87.0,1,4.0,1,41.5405762,2.4237757,0,7.0
760,6,3700.0,160.0,1,4.0,2,41.3912483,2.1639141,1,23.0
761,1,625.0,75.0,1,2.0,1,41.5703754,2.4784388,0,8.0
762,6,950.0,55.0,1,1.0,1,41.3827778,2.1865421,1,17.0
763,4,1200.0,65.0,1,2.0,1,41.396938,2.1445348,1,18.0
765,1,650.0,60.0,1,3.0,1,41.4390501,2.2190479,0,11.0
766,5,950.0,64.0,1,2.0,1,41.4166912,2.2115951,1,15.0
767,1,3500.0,170.0,1,4.0,3,41.3963315,2.1738215,1,21.0
768,3,580.0,39.0,1,2.0,1,41.4182527,2.2120734,0,15.0
769,14,4500.0,130.0,1,3.0,2,41.4105841,2.2174492,1,35.0
770,2,1350.0,80.0,1,4.0,1,41.3925248,2.189459,1,17.0
771,2,750.0,46.0,1,1.0,1,41.3814398,2.1699253,0,16.0
772,2,1600.0,100.0,1,3.0,2,41.4039632,2.1377617,1,16.0
773,2,1400.0,113.0,1,4.0,2,41.3937497,2.1227905,1,12.0
774,1,1350.0,60.0,1,1.0,1,41.3866466,2.1813747,0,23.0
775,4,1600.0,65.0,1,2.0,1,41.3850966,2.1843219,1,25.0
776,2,3800.0,180.0,1,3.0,3,41.4159992,2.1323939,1,21.0
777,2,1200.0,57.0,1,2.0,1,41.3900121,2.1912211,1,21.0
778,3,850.0,80.0,1,2.0,1,41.3776657,2.1590774,0,11.0
779,1,1200.0,90.0,1,4.0,1,41.4000852,2.1449088,1,13.0
780,1,5500.0,200.0,1,3.0,2,41.3901434,2.1642056,1,28.0
781,1,800.0,85.0,1,3.0,1,41.3321428,2.0947172,1,9.0
782,2,1275.0,72.0,1,1.0,1,41.3845942,2.1804696,0,18.0
783,2,700.0,89.0,1,4.0,1,41.3706923,2.1258476,1,8.0
784,0,1650.0,100.0,1,1.0,1,41.3947763,2.121715,1,17.0
785,0,915.0,59.0,0,1.0,1,41.3960458,2.1998684,0,16.0
786,2,1200.0,140.0,1,4.0,2,41.3245653,2.0965622,1,9.0
787,1,2000.0,52.0,1,1.0,1,41.3915054,2.1620921,1,38.0
